order_book_id,board_type,sector_code,month,date,yield_rate,VOL5,VOL20,OBOS,RSI10,ACCER,SY,AROON_UP,AROON_DOWN
300436.XSHE,GEM,HealthCare,15,2022-01-25,-1.328120329716764,2.5032974260460175,2.8916371385736315,0.16942742520961707,0.8845506355261147,-2.744867801927168,0.7791683136904958,0.6120138085984909,-1.3628339984847666
002111.XSHE,MainBoard,Industrials,15,2022-01-25,-0.7405804568947588,-0.5505938682072644,-0.6975826711914332,-0.5891373926284718,-0.8682431012544443,-0.11575942376156552,-0.8402904643202765,-0.696807256565904,0.5408420752969423
002251.XSHE,MainBoard,ConsumerStaples,15,2022-01-25,0.3345292747793772,-0.4484101678102215,-0.39793803544350154,0.9279922430477059,0.5115141614276512,-0.14604981952761525,0.7791683136904958,0.350249595565612,0.5408420752969423
300516.XSHE,GEM,InformationTechnology,15,2022-01-25,-1.310141196051661,-0.12370508184205399,-0.2532145837633631,0.9279922430477059,0.8556895577243824,0.6540537594070599,0.7791683136904958,1.6590706607300068,-2.5526315445983343
600790.XSHG,MainBoard,RealEstate,15,2022-01-25,1.4700884325531653,-0.5089662921096804,-0.6732160546161039,0.9279922430477059,0.8282221817743743,0.30439166581772037,0.7791683136904958,0.8737780216313702,0.5408420752969423
301066.XSHE,GEM,ConsumerDiscretionary,15,2022-01-25,0.9872347345056549,3.5650291843579036,3.5625023266766758,0.9279922430477059,0.5402908997163275,0.7166719873190637,0.7791683136904958,-1.220335682631662,0.5408420752969423
600512.XSHG,MainBoard,Industrials,15,2022-01-25,1.908769394817148,0.1464957936527019,-0.22189081447962755,-0.5891373926284718,-0.1100967306115889,0.7258740333589391,-0.030561075314890686,1.1355422346642492,0.5408420752969423
600655.XSHG,MainBoard,ConsumerDiscretionary,15,2022-01-25,0.9846608875011374,-0.8987984293443222,-0.8667314842228063,0.9279922430477059,-0.37698771602164466,0.8195292037134531,0.7791683136904958,-1.220335682631662,0.5408420752969423
603933.XSHG,MainBoard,InformationTechnology,15,2022-01-25,-0.007835386470627786,-0.5235582006777135,-0.5437337124726155,-0.5891373926284718,-0.28873011502625584,-1.2033724418471397,-0.8402904643202765,-0.17327883050014592,0.5408420752969423
002362.XSHE,MainBoard,ConsumerDiscretionary,15,2022-01-25,-0.18095969625444705,-0.06820352090945209,0.0030475080122003458,0.16942742520961707,-0.1421420480861402,-0.028965789739664353,-0.030561075314890686,0.8737780216313702,0.5408420752969423
603336.XSHG,MainBoard,ConsumerStaples,15,2022-01-25,0.13524040874290424,0.20820804083088462,0.6155516452380535,-0.5891373926284718,-0.5602287558813817,-1.2114405854595596,-0.8402904643202765,0.350249595565612,0.5408420752969423
