order_book_id,board_type,sector_code,yield_rate,month,date,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,operating_revenue_growth_ratio_ttm,net_profit_growth_ratio_ttm,gross_profit_margin_ttm,total_asset_turnover_ttm,cash_ratio_lf,current_ratio_lf,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
002092.XSHE,MainBoard,Materials,-0.014137606032045058,22,2022-02-10,0.11205886503837777,1.2999466481040887,2.2488846244243446,-0.2648995961941868,-4.802116767563788,0.13818512722669724,0.9055079482617048,0.14849099596920032,0.80398087812882,0.12924612897889354,0.02305081466271544,0.2123906286323562,74.67248908296942,66.66666666666666,8.050308060491876,3.0147636939559423,3.547519714140613,4.584868138218071,0.3978954504309851,0.3777017551180164,98.21428571428564,144.41416893732966
000632.XSHE,MainBoard,Industrials,-0.0025380710659898,22,2022-02-10,0.024860611106823687,1.3017036436197311,5.485850161119611,0.5474637496717025,0.5816470494076207,0.05121397786240586,1.0128467577486657,0.25319649270732425,1.211241411230245,0.025961282099795202,0.015090449482579824,0.021741665234430756,64.55696202531645,66.66666666666666,4.8569527611443934,2.8418638164905996,1.9464678231202404,1.5243689439506376,0.12370912403062517,0.2462745585562656,137.410071942446,146.6666666666666
600562.XSHG,MainBoard,InformationTechnology,0.05714285714285716,22,2022-02-10,0.024720637369107703,4.372796852817886,0.18519647836716105,-0.03269701988274565,0.04029631190985827,0.2622896864835562,0.4293911315049952,0.2518473259713855,1.911585870872301,-0.5062232874979014,-0.43373608864560953,-0.14497439770458365,36.4532019704434,55.55555555555556,-4.911858232224962,1.0823841021887137,1.5957821770462763,1.6890178385879497,0.8503403343430844,0.8741241944625526,78.21670428893903,79.36865839909815
601512.XSHG,MainBoard,RealEstate,-0.05043859649122795,22,2022-02-10,0.10705456124227836,1.1860249355175927,0.2569328921450119,0.0699289850924778,0.4213926838845614,0.6169750538104328,0.13044475119991927,0.5187474730352091,2.1699322241222183,-0.04894196395700945,-0.05154993771566451,0.005215947517310124,46.296296296296276,55.55555555555556,0.4128819157720853,0.3278374361996966,0.34387378512935624,0.3158259855866703,0.22247116903691908,0.2285523095313781,118.44660194174725,130.3030303030302
600118.XSHG,MainBoard,Industrials,-0.08880923934687379,22,2022-02-10,0.011070398993617562,4.960328874966541,0.23236212734363512,0.07225073381256397,0.07493125697962122,0.1456310578884379,0.5217887752444553,0.4163589044158631,1.883353730107589,-0.347300789264974,-0.2768482153471194,-0.14090514783570918,37.14285714285713,66.66666666666666,-1.9313011384717613,0.9987830064361084,0.8334203778258532,0.9123084923735895,0.805066031943506,0.7624627618950718,126.23762376237649,125.26564344746195
300852.XSHE,GEM,InformationTechnology,-0.09180977542932633,22,2022-02-10,0.037340594488190076,4.966976896554964,0.20108800379297342,0.5139898761684161,0.48367862694974595,0.30911521320479124,0.7878016657256175,0.4423880996961867,2.7657302483066615,-2.6228256813207267,-2.2130977775853427,-0.8194558074707681,20.164609053497927,44.44444444444444,-9.537229751934445,4.260190428811454,5.816052855940068,5.812224811850088,3.4674687795047303,4.711817946566249,55.22182419399285,56.600163979229265
600640.XSHG,MainBoard,ConsumerDiscretionary,-0.12749999999999995,22,2022-02-10,-0.003456323929883737,2.159106544131313,0.5100912664170437,0.25119225232880393,-0.7399348836144325,0.08231998898006423,0.7877783502915816,1.8242916053621219,3.3665055726688524,-0.6490975911722661,-0.46894365684161143,-0.36030786866130926,23.23943661971832,33.33333333333333,-9.832062215877075,1.7152037498142825,2.4763382061075574,1.6423405989311277,1.249038682979422,1.0682688223646022,107.66509433962266,79.57532861476237
300697.XSHE,GEM,Industrials,-0.013745704467354014,22,2022-02-10,0.029445030022262425,4.304521966601778,0.5239886328538031,0.30874876762428505,0.14244135897247823,0.12683817621670423,1.4856772196133152,0.2212893078609587,2.2011876215956248,-0.2977589279980073,-0.281547342232696,-0.032423171530622574,41.224489795918366,55.55555555555556,-2.0820189274447842,1.519536636585855,1.6040159254240678,3.0806435092792834,0.6376756723898944,0.5221937645008978,63.535911602209985,103.47826086956522
600017.XSHG,MainBoard,Industrials,-0.03728813559322042,22,2022-02-10,0.0670277753891601,0.7146970350429932,0.6681382230540588,0.052517624065614665,-0.1476697540619747,0.25086676611327446,0.22190653422952913,0.21300526354158947,0.4289260470626105,0.02257830368595748,0.00849770730616805,0.02816119275957886,61.81818181818184,66.66666666666666,3.763629968343323,0.536061359103529,0.5556703670943093,0.5417330351552656,0.07204530738215055,0.09678723243064564,143.28358208955257,175.00000000000057
300925.XSHE,GEM,InformationTechnology,-0.13588709677419364,22,2022-02-10,0.024868969191031858,4.720712508931904,0.5184294132046355,0.6544754146511311,0.22786483711201977,0.2693775956219724,1.775686425412702,0.6350743175012413,3.641333985631489,-0.984392344229498,-0.8424247110853202,-0.2839352662883554,31.90184049079754,44.44444444444444,-5.826957033549151,4.185398482590677,8.963429008024397,11.158098955846683,1.448990483423775,2.9850492382542506,98.88432178508512,82.05260443527585
