order_book_id,board_type,sector_code,yield_rate,month,date,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,operating_revenue_growth_ratio_ttm,net_profit_growth_ratio_ttm,gross_profit_margin_ttm,total_asset_turnover_ttm,cash_ratio_lf,current_ratio_lf,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
002092.XSHE,MainBoard,Materials,0.12812812812812813,5,2022-01-11,0.11901346927499379,1.2239836959999855,2.3884550415557855,-0.2648995961941868,-4.802116767563788,0.13818512722669724,0.9055079482617048,0.14849099596920032,0.80398087812882,-0.09871167305734474,-0.15989887788999588,0.12237440966530228,75.63025210084021,66.66666666666666,3.555509484813931,2.668979775456013,3.46795155070488,4.5894473692058675,0.19647150590249,0.8057128471672911,112.67123287671237,105.22875816993465
000632.XSHE,MainBoard,Industrials,-0.020725388601036343,5,2022-01-11,0.025375856932871844,1.2752731127848127,5.599546537515873,0.5474637496717025,0.5816470494076207,0.05121397786240586,1.0128467577486657,0.25319649270732425,1.211241411230245,0.09931844101421916,0.1029679668352907,-0.0072990516421430895,69.99999999999996,44.44444444444444,3.125834891798023,2.4575052775196737,1.647675386339541,1.3485429755091116,0.20837971413541403,0.2840325039090262,102.59740259740244,162.7450980392157
600562.XSHG,MainBoard,InformationTechnology,-0.052283653846153855,5,2022-01-11,0.022878474488236693,4.724892183824002,0.1713957792580697,-0.03269701988274565,0.04029631190985827,0.2622896864835562,0.4293911315049952,0.2518473259713855,1.911585870872301,0.19019952298424414,0.36287807997605936,-0.34535711398363045,27.756653992395464,55.55555555555556,-6.293115584964118,1.686402227158269,1.7925151124678393,1.7764199322581962,0.4439639032266262,1.2181367057511894,98.76957494407166,104.33295324971496
601512.XSHG,MainBoard,RealEstate,-0.05155746509129977,5,2022-01-11,0.10486977427815021,1.2107337883408762,0.25168936373388917,0.0699289850924778,0.4213926838845614,0.6169750538104328,0.13044475119991927,0.5187474730352091,2.1699322241222183,0.009859382575980291,-0.018402200322226434,0.05652316579641345,71.18644067796612,77.77777777777779,2.6347701466211086,0.362016561952655,0.3215167563319579,0.30693445759814075,0.11317894541046751,0.26037261435299885,90.4761904761901,99.50738916256124
600118.XSHG,MainBoard,Industrials,-0.040488922841864006,5,2022-01-11,0.010617941891892168,5.171700913844047,0.22286527951102664,0.07225073381256397,0.07493125697962122,0.1456310578884379,0.5217887752444553,0.4163589044158631,1.883353730107589,0.23633708681705556,0.19544247762310266,0.08178921838790582,62.09850107066378,22.22222222222222,0.5608051010217439,0.9923316236925365,0.8002718082761354,0.9704939062275603,0.9290878378960576,0.6437340530639897,171.20921305182338,121.23493975903625
300852.XSHE,GEM,InformationTechnology,-0.13638073739653878,5,2022-01-11,0.03190387136293441,5.813397001780314,0.1718099535793238,0.5139898761684161,0.48367862694974595,0.30911521320479124,0.7878016657256175,0.4423880996961867,2.7657302483066615,-0.971571310495456,-0.391451297479934,-1.160240026031044,27.62128325508606,44.44444444444444,-5.012061109622098,4.7460111838174095,6.440494444898468,7.482627399329113,2.3468758628843926,3.7596974574757933,75.31017369727041,76.87753194141467
600640.XSHG,MainBoard,ConsumerDiscretionary,-0.2117486338797815,5,2022-01-11,-0.0028330524015440467,2.6341099838402022,0.4181075954238063,0.25119225232880393,-0.7399348836144325,0.08231998898006423,0.7877783502915816,1.8242916053621219,3.3665055726688524,0.4334829224139902,0.41862993036460655,0.029705984098767346,64.5977011494253,55.55555555555556,0.6531454107941163,2.5493191029729267,2.5314046929366842,1.591078473194488,0.7274649566528885,1.684900531859301,158.06451612903237,132.43801652892563
300697.XSHE,GEM,Industrials,-0.06537530266343827,5,2022-01-11,0.02766264321704073,4.581875186099316,0.4922701926084156,0.30874876762428505,0.14244135897247823,0.12683817621670423,1.4856772196133152,0.2212893078609587,2.2011876215956248,-0.008879958062159687,0.011092079926603262,-0.0399440759775259,30.319148936170247,44.44444444444444,-0.7131981729305124,1.6858181755941406,1.6461911538364773,4.502998764933354,0.25688211508907716,0.4532268485771862,77.92706333973148,92.38683127572018
600017.XSHG,MainBoard,Industrials,-0.01038062283737029,5,2022-01-11,0.06841935550104579,0.7001608241607629,0.6820096048475688,0.052517624065614665,-0.1476697540619747,0.25086676611327446,0.22190653422952913,0.21300526354158947,0.4289260470626105,0.04067888855588464,0.03622369978333487,0.008910377545099546,76.19047619047616,66.66666666666666,1.7605633802816836,0.7203830266179373,0.477636970921309,0.4988980498272069,0.04723959088904498,0.10270067856901524,130.98591549295764,145.58823529411742
300925.XSHE,GEM,InformationTechnology,-0.11098737936154424,5,2022-01-11,0.022893483145419086,5.1280643141381255,0.4772475667214166,0.6544754146511311,0.22786483711201977,0.2693775956219724,1.775686425412702,0.6350743175012413,3.641333985631489,-0.7634379205257495,-0.7062260455348459,-0.11442374998180727,45.70230607966458,66.66666666666666,-4.272896864173405,7.119982531135909,11.942434371324314,12.79089338669555,1.1872341807747278,2.745098451508698,73.01394784718018,62.13114754098363
603256.XSHG,MainBoard,Materials,-0.047018348623853234,5,2022-01-11,0.017255239357254686,5.124614141913671,0.09977823920596944,0.22143548962728477,0.21183705026261124,0.36625585793260573,0.3259273383733549,1.7976686703966689,3.4998816281550376,0.008186248423221798,-0.03434791378411671,0.08506832441467702,77.10843373493994,44.44444444444444,2.419544280009412,2.2232217178827947,2.0568389077712705,2.5319286867944197,0.14741277528014327,0.24999045179507146,82.49999999999957,91.26637554585118
002402.XSHE,MainBoard,InformationTechnology,-0.13576923076923086,5,2022-01-11,0.023452629989516412,7.501470960725323,0.24624885991170614,0.39820841756461256,0.6850841734581807,0.20966089775573687,0.8979571165701851,0.3135648802855115,1.4039890830330921,-0.07883052878413466,0.16284759820198264,-0.4833562539722346,43.76947040498441,44.44444444444444,-2.1544830181578756,2.096251574331969,1.9724773486709128,2.081446833873075,0.9112159314257863,1.6403514419498855,118.86792452830186,120.5702647657841
688590.XSHG,KSH,InformationTechnology,0.11549295774647894,5,2022-01-11,0.029440291427936544,3.09329208168708,0.3716577009283436,0.09112153994637384,0.20821925517170037,0.3230364549699436,0.6106244799790598,0.36686986752143264,2.424661141708158,0.03341850079626241,0.04004657464905784,-0.01325614770559086,54.98575498575501,55.55555555555556,-2.249635157088967,2.8184303614715813,3.3399518674853135,6.2983210725611665,0.5714457657187368,0.9679692032969126,132.0512820512821,143.66197183098603
300777.XSHE,GEM,Materials,-0.13219847881202462,5,2022-01-11,0.011131265725057345,17.92709362700053,0.019452799377226722,0.28086560926874915,0.2689020982925714,0.8028589921830067,0.309807115501435,0.3269285938933629,6.916442207666335,-0.7271015627775057,-0.5419466553340619,-0.3703098148868875,42.86809815950921,44.44444444444444,-5.104785145341573,2.3197886096664058,2.5712714316222867,2.7050819607676364,2.159786721926859,4.437221225427934,109.7425191370912,105.97269624573389
002238.XSHE,MainBoard,ConsumerDiscretionary,-0.02215657311669117,5,2022-01-11,0.026818222857437762,2.447144379511529,0.31455184343325565,-0.04363236031113604,-0.047629629641043336,0.33075135259729327,0.4448558405222202,0.5681854768291791,1.015184810311076,0.20520815725583041,0.15888975319475385,0.09263680812215314,80.64516129032256,66.66666666666666,9.105560032232063,0.9155912651556634,0.6137847540942236,0.45866621014372755,0.22760769573520845,0.3446791269644337,226.2886597938144,200.47393364928894
002523.XSHE,MainBoard,Industrials,0.0692041522491349,5,2022-01-11,0.015231837530861958,1.867142124852197,0.40608226923460433,0.174408461961447,0.10551719146010097,0.21856229139735023,0.40836251210665586,0.13497359670020231,1.751784080872881,0.05307743094061257,0.06827523163008918,-0.030395601378953224,51.92307692307693,55.55555555555556,-2.1665538253216,2.400235731205656,1.8866594066220412,1.3786634086842668,0.07081480665865825,0.23410099708492693,121.21212121212139,155.24475524475545
