order_book_id,board_type,sector_code,yield_rate,month,date,VOL5,VOL20,OBOS,RSI10,ACCER,SY,AROON_UP,AROON_DOWN
603818.XSHG,MainBoard,ConsumerDiscretionary,-0.04146697671780619,62,2018-04-13,1.49054894607911,1.0809989233714634,4.0,70.11494252873563,0.006098785262523812,66.66666666666666,100.0,14.285714285714285
002625.XSHE,MainBoard,ConsumerDiscretionary,0.005371291328921446,62,2018-04-13,3.9102899418649812,3.7871397683393586,-4.0,58.99390243902438,-0.00846946606731706,33.33333333333333,64.28571428571429,14.285714285714285
600262.XSHG,MainBoard,Industrials,-0.0168141993895482,62,2018-04-13,1.7400213436735874,1.8876110075305323,0.0,63.34519572953735,0.01312001982538421,55.55555555555556,92.85714285714286,7.142857142857142
002818.XSHE,MainBoard,Industrials,-0.06788013782062441,62,2018-04-13,5.84593226307658,4.676130800310263,4.0,68.71921182266007,0.002904949046428212,66.66666666666666,57.14285714285714,14.285714285714285
300034.XSHE,GEM,Materials,0.016814054732020134,62,2018-04-13,3.2271319289877547,4.02167085993285,0.0,28.178694158075608,-0.017225031605562484,55.55555555555556,28.57142857142857,7.142857142857142
002498.XSHE,MainBoard,Industrials,0.016897731682364858,62,2018-04-13,0.1569563784260716,0.16336155807823954,-2.0,38.888888888888864,-0.002654440154440255,33.33333333333333,7.142857142857142,14.285714285714285
000651.XSHE,MainBoard,ConsumerDiscretionary,0.008430191714187352,62,2018-04-13,0.8244170324760537,1.0398827129873838,0.0,62.59740259740264,0.006191981534447246,44.44444444444444,21.428571428571427,35.714285714285715
600819.XSHG,MainBoard,Materials,-0.051762091000406185,62,2018-04-13,0.24869575139591296,0.5767991973354346,-2.0,23.333333333333293,-0.003721778566499041,33.33333333333333,7.142857142857142,100.0
300615.XSHE,GEM,InformationTechnology,-0.1028858327118849,62,2018-04-13,17.22644888504352,16.69715221378088,0.0,61.35084427767353,5.666858468034958e-05,55.55555555555556,71.42857142857143,14.285714285714285
600175.XSHG,MainBoard,Unknown,-0.04387990762124716,62,2018-04-13,0.5400763371181995,0.6857117032393755,-2.0,35.41666666666669,0.0012922027933575247,44.44444444444444,21.428571428571427,14.285714285714285
300446.XSHE,GEM,Materials,-0.08420307663592108,62,2018-04-13,2.894674143841005,4.467735408619521,-2.0,40.82687338501291,-0.010994429633482992,33.33333333333333,50.0,14.285714285714285
600125.XSHG,MainBoard,Industrials,-0.036390120170272655,62,2018-04-13,1.1770240158483471,2.2779995717024177,-2.0,46.666666666666664,-0.00456908115358825,33.33333333333333,7.142857142857142,14.285714285714285
601258.XSHG,MainBoard,ConsumerDiscretionary,-0.021655652795141922,62,2018-04-13,0.824829166004864,1.085584597057775,-4.0,39.13043478260876,-0.00010307153164301294,33.33333333333333,21.428571428571427,14.285714285714285
002893.XSHE,MainBoard,Utilities,-0.1344851433204559,62,2018-04-13,41.91857555666665,31.001339359769993,6.0,83.28729281767954,0.010180623973727402,77.77777777777779,92.85714285714286,14.285714285714285
300451.XSHE,GEM,HealthCare,0.06544188071397472,62,2018-04-13,48.829805582422445,37.0338503695211,2.0,61.25860373647984,0.003420908593322546,55.55555555555556,100.0,7.142857142857142
