order_book_id,board_type,sector_code,month,date,yield_rate,VOL5,VOL20,OBOS,RSI10,ACCER,SY,AROON_UP,AROON_DOWN
603818.XSHG,MainBoard,ConsumerDiscretionary,149,2020-01-22,-0.408481365211217,-0.8372111360808601,-0.8539574538089245,-0.36750097759812284,-0.3535593762420673,-0.12251340940104392,0.1886233741257681,-1.5109392450880468,0.8448910427027598
002625.XSHE,MainBoard,ConsumerDiscretionary,149,2020-01-22,-0.43268136476385805,-0.22605065619915743,-0.1675086460946003,-1.004155068437141,-1.0653882615436767,-1.2316647483232563,-1.1300644201078842,-0.7972572708519278,0.8448910427027598
600262.XSHG,MainBoard,Industrials,149,2020-01-22,-0.04675830923421691,-0.845659554999642,-0.9060482756911962,-1.6408091592761591,-1.8455398287621874,-0.7341679934338008,-1.7894083172247102,-1.2730452536760073,0.8448910427027598
002818.XSHE,MainBoard,Industrials,149,2020-01-22,-0.4739320121228687,-0.6731390945939953,-0.6976419233084208,-0.36750097759812284,-0.16496118039216046,-0.25096849905550633,-0.4707205229910582,-0.3214692880278486,0.8448910427027598
300034.XSHE,GEM,Materials,149,2020-01-22,-0.4628371750385404,-0.23126232143597905,-0.4711609121574911,0.26915311324089525,-0.8732453948264566,-1.3294367028862077,0.1886233741257681,0.1543186947962311,0.8448910427027598
002498.XSHE,MainBoard,Industrials,149,2020-01-22,-0.5071333245556828,-0.7835127047033866,-0.7726441901345295,-1.6408091592761591,-0.48505108950022463,-0.2686437852987331,-1.7894083172247102,-0.08357529661580851,0.8448910427027598
000651.XSHE,MainBoard,ConsumerDiscretionary,149,2020-01-22,0.29388822129715697,-0.7191616087468887,-0.8041359933835404,0.9058072040799133,-0.6766899973602811,-0.45847659250326656,0.8479672712425944,-0.559363279439888,0.8448910427027598
600819.XSHG,MainBoard,Materials,149,2020-01-22,0.050490646978357936,-0.679899862206879,-0.6277570159433137,-0.36750097759812284,0.48643697878401776,-0.12360896761232776,-0.4707205229910582,-1.5109392450880468,0.6656042216917649
300615.XSHE,GEM,InformationTechnology,149,2020-01-22,-1.0920614726034277,0.5923344986456154,0.7083079234274422,0.26915311324089525,-0.11155147173776335,-0.742191350075466,0.1886233741257681,-0.08357529661580851,0.8448910427027598
600175.XSHG,MainBoard,Unknown,149,2020-01-22,-1.1473532575814356,-0.3042172458173743,-0.39935146495707674,-1.004155068437141,-0.43749905483139556,-1.4145846644462547,-1.1300644201078842,0.39221268620827116,0.8448910427027598
300446.XSHE,GEM,Materials,149,2020-01-22,-0.5190196330405623,-0.1850898272048885,0.13091544071897507,-0.36750097759812284,-0.6790633909490618,-1.3188087650084415,-0.4707205229910582,-0.08357529661580851,0.8448910427027598
600125.XSHG,MainBoard,Industrials,149,2020-01-22,-0.5303227085721344,-0.6457497955655946,-0.6302462811498675,-0.36750097759812284,-0.13411707364424447,-0.28724983888237743,-0.4707205229910582,-0.559363279439888,0.8448910427027598
002893.XSHE,MainBoard,Utilities,149,2020-01-22,-0.6683693220106978,0.08308401679848505,0.3360911910175837,-0.36750097759812284,-0.9183216637925241,-0.7398484712046337,-0.4707205229910582,-1.2730452536760073,0.8448910427027598
300451.XSHE,GEM,HealthCare,149,2020-01-22,2.1967214009603198,0.9068147300332479,0.31127326777955616,0.9058072040799133,1.7360580995222317,0.8244378393868849,0.8479672712425944,1.5816826432684696,-1.3065508094291802
002114.XSHE,MainBoard,Materials,149,2020-01-22,0.08720328418451698,-0.6630725599495457,-0.5335440204223157,-0.36750097759812284,-0.9415506223210143,-0.6122976629558273,-0.4707205229910582,-0.7972572708519278,0.6656042216917649
002524.XSHE,MainBoard,HealthCare,149,2020-01-22,-0.5367630290597245,0.7140344020190816,0.8397388530972979,-1.004155068437141,-1.507937728327014,-1.3184988957375903,-1.1300644201078842,-0.7972572708519278,0.48631740068076973
601677.XSHG,MainBoard,Materials,149,2020-01-22,-0.22566511082019308,-0.4222385698040329,-0.4811601557743661,0.9058072040799133,0.6064449525593999,0.006927344197650241,0.8479672712425944,0.39221268620827116,-0.5894035253852004
600791.XSHG,MainBoard,RealEstate,149,2020-01-22,-0.5643764728870627,-0.7644520301379195,-0.6934513849376147,-1.6408091592761591,-1.0442630172056986,-0.44323330696777113,-1.7894083172247102,-0.3214692880278486,0.8448910427027598
600489.XSHG,MainBoard,Materials,149,2020-01-22,0.3054336130611074,-0.6176323253759468,-0.4700780864967409,-2.277463250115177,-2.1920679595694565,-0.5537203992275679,-1.7894083172247102,-0.7972572708519278,0.8448910427027598
002004.XSHE,MainBoard,Materials,149,2020-01-22,1.205697074492325,-0.5580027273289039,-0.7500395017296795,0.26915311324089525,0.6767402215286848,0.6081264239261619,0.1886233741257681,1.3437886518564301,0.3070305796697748
002392.XSHE,MainBoard,Materials,149,2020-01-22,-0.3609241095443367,-0.46208487998531905,-0.4943074699317457,-0.36750097759812284,-0.09274680348236058,-0.09743905602501239,-0.4707205229910582,0.1543186947962311,0.8448910427027598
600383.XSHG,MainBoard,RealEstate,149,2020-01-22,-0.18757071840179398,-0.7371247315611766,-0.7641905986364316,-0.36750097759812284,-1.073042335579182,-0.6364126865432661,-0.4707205229910582,-0.559363279439888,0.8448910427027598
601108.XSHG,MainBoard,Financials,149,2020-01-22,-0.610967860793286,0.29026727337494895,0.5551070143163678,0.26915311324089525,0.8802206614360256,0.6991852854210027,0.1886233741257681,-1.5109392450880468,-0.4101167043742051
688019.XSHG,KSH,InformationTechnology,149,2020-01-22,0.06469066663648972,3.52481810090154,3.283650781236111,0.9058072040799133,1.651577361268197,2.514046422501382,0.8479672712425944,1.5816826432684696,-0.9479771674071902
002574.XSHE,MainBoard,ConsumerDiscretionary,149,2020-01-22,-0.4018604832342674,-0.7259681340939932,-0.6280195376013077,-1.6408091592761591,-1.4314263002301173,0.06531421148782943,-1.1300644201078842,-0.7972572708519278,0.8448910427027598
000158.XSHE,MainBoard,ConsumerDiscretionary,149,2020-01-22,0.41281404948794986,0.6970728939682805,0.39181215166785627,1.5424612949189314,1.3101983685877505,1.8341406206519086,1.5073111683594198,1.3437886518564301,-0.9479771674071902
300648.XSHE,GEM,InformationTechnology,149,2020-01-22,-0.31684779850770517,0.5238678877001696,1.0533479948643707,-0.36750097759812284,-1.5407062591483056,-0.777996469577045,0.1886233741257681,-0.559363279439888,0.8448910427027598
600866.XSHG,MainBoard,ConsumerStaples,149,2020-01-22,3.513174958725851,-0.17164241620518542,-0.5218990469531793,0.9058072040799133,1.3777782540900647,0.9911132486216526,0.8479672712425944,1.5816826432684696,0.3070305796697748
002432.XSHE,MainBoard,HealthCare,149,2020-01-22,3.513174958725851,0.9479204483270645,0.08827961745140084,-0.36750097759812284,1.0266840361921503,0.8233965251405538,-0.4707205229910582,0.39221268620827116,-0.9479771674071902
002129.XSHE,MainBoard,InformationTechnology,149,2020-01-22,0.06898129820768163,0.5406957199122197,0.36553318444274396,2.1791153857579495,2.4690276180804656,2.7176916380868334,2.166655065476247,1.5816826432684696,-1.3065508094291802
002278.XSHE,MainBoard,Energy,149,2020-01-22,-0.9435597825879268,-0.175327627630503,-0.4454531336940009,-0.36750097759812284,0.4180493893327371,0.9698260441496814,0.1886233741257681,1.3437886518564301,0.3070305796697748
002295.XSHE,MainBoard,Materials,149,2020-01-22,-0.06772108324123668,-0.7691148468962667,-0.7090018427719315,0.26915311324089525,-0.7470725050223637,-0.24364009790586622,0.1886233741257681,-1.2730452536760073,0.8448910427027598
002696.XSHE,MainBoard,ConsumerStaples,149,2020-01-22,0.05045188818816391,2.3287645622850737,1.713912534809583,-0.36750097759812284,-0.016538411078889786,-0.28399320299755376,-0.4707205229910582,0.6301066776203108,0.8448910427027598
603717.XSHG,MainBoard,Industrials,149,2020-01-22,-0.6534274703151042,-0.285292222046882,0.23041592534222605,-0.36750097759812284,-0.006979170219920412,0.06901247030483257,-0.4707205229910582,-1.2730452536760073,-1.4858376304401752
