order_book_id,board_type,sector_code,month,date,yield_rate,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,operating_revenue_growth_ratio_ttm,net_profit_growth_ratio_ttm,gross_profit_margin_ttm,total_asset_turnover_ttm,cash_ratio_lf,current_ratio_lf,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
000632.XSHE,MainBoard,Industrials,12,2022-01-20,0.3878996542498312,0.058164251951227756,-0.8249458171436294,4.0120417198742455,0.6977148416733011,0.1072607467580774,-1.3052043762162393,0.9661164865279075,-0.5495320556645339,-0.6151295339243874,0.1727432406516319,0.15094680270886845,0.13653452523889822,-0.18971141539048958,-0.034533699964346666,0.05229168668232081,-0.06616735178034273,-0.4346828272456221,-0.6257285321675816,-0.6138391622738526,-0.5960813641045366,-0.3672813460941975,1.1891709252060514
600562.XSHG,MainBoard,InformationTechnology,12,2022-01-20,0.8221634129842974,0.009145412981719458,0.12214885881922782,-0.554852160412491,-0.6575367190757275,-0.019398891962617473,-0.20340110697533315,-0.509170272369538,-0.5508006960223643,-0.3200276434142528,-0.035167125144678665,0.09927253783094815,-0.5016220547902908,-0.7825842598018867,-1.6488759168831342,-0.9302322302872491,-0.5616909899320007,-0.46835373470979846,-0.49711672811448204,-0.284511805193307,-0.31922380812917656,-0.3984165392626,-0.3572978210209367
601512.XSHG,MainBoard,RealEstate,12,2022-01-20,-0.0940845211938493,1.6005621952921278,-0.8333429218373936,-0.4397993218512667,-0.41780307847999604,0.0697660900880128,1.6480364640531768,-1.2650660365835065,-0.2998307535708483,-0.21116907217715772,0.15637665766235773,0.09203086563046795,0.28595420509007585,0.8701513968002856,-0.8417048084237406,0.45285375555068597,-1.0187805286485745,-1.0645101256492004,-1.1160981374517633,-0.5932799468338231,-0.6117152028842614,0.8025339702739196,0.6284550081197133
600118.XSHG,MainBoard,Industrials,12,2022-01-20,0.34837752662011107,-0.24515005705519763,0.2917043673555947,-0.48467211985490033,-0.4123794894652127,-0.011295366233763308,-0.8123525548274544,-0.2755397883518551,-0.39610815714959413,-0.33192372968738887,0.20595866527239254,0.21896006882494026,0.0209584032679168,-0.29661624438013195,-0.034533699964346666,0.11765152774922452,-0.7541110694761082,-0.8493068216851449,-0.8347551548187556,-0.2113988764569419,-0.46085910154547094,0.9393575884902019,0.23657087133183358
300852.XSHE,GEM,InformationTechnology,12,2022-01-20,-0.38633018123536167,0.20665662295495396,0.3841239517122787,-0.5477233831975551,0.6195201037828293,0.08433910994290245,0.04102549598344219,0.3970825626390611,-0.37163254065620954,0.03988042336521235,-0.8674789053773012,-0.7923524321394537,-0.5636790472165536,-0.23552974220045889,1.5798085169544402,-1.146547930206819,0.5641539854527339,1.5335610573969376,1.981039522590797,0.9494693867654108,0.5443092942127736,-1.0185635673428237,-1.1329737124356862
600640.XSHG,MainBoard,ConsumerDiscretionary,12,2022-01-20,-1.3469516978437293,-0.5119910500125942,-0.4789149494581773,-0.1395469334086019,0.0056266649981076555,-0.20194930613681256,-1.1428327562588028,0.3970236087965341,0.9277906597648605,0.2930271878612638,0.14972584761609228,0.2856286260697135,-0.44519971084795884,-1.2960250051525972,-1.6488759168831342,-0.6630473293051142,-0.17825898614067004,-0.08406051087054463,-0.5512772942644686,-0.26420233838728224,-0.21998729576149004,0.2923657640404209,-0.1021104158087513
300697.XSHE,GEM,Industrials,12,2022-01-20,0.2658507842154823,0.09674655006756701,0.1033889408136837,-0.05983510589467705,0.1400782882014161,0.004499948219738977,-0.9104503350013823,2.161683875402408,-0.5795348279851027,-0.19799908595671695,0.08265509755260733,0.06773109066774173,0.08143138278161821,-0.09164375676821984,-0.034533699964346666,-0.17161217488074462,-0.46216387488049715,-0.5116722990748825,0.45010052155652086,-0.517728470023988,-0.5449306399321774,-0.9038762666924053,-0.6176990929328134
600017.XSHG,MainBoard,Industrials,12,2022-01-20,0.2791696489722368,0.9039461922917029,-0.9804931482181873,0.23370501462985277,-0.45847589788580145,-0.06337724529004977,-0.2630281056976006,-1.0338019071801465,-0.5873244307596592,-0.9447712406053921,0.13546309608729762,0.09505170510387323,0.19184518806326042,-0.8101786581539135,-1.6488759168831342,0.27040739131013297,-0.9005896504780002,-0.9981112719597433,-1.0336088088587192,-0.6414334820205457,-0.6689183887697666,-0.45784048017430273,-0.09122866678302867
300925.XSHE,GEM,InformationTechnology,12,2022-01-20,-0.9508202748172719,-0.022641358091245345,0.3381263506724115,-0.12351684464939235,0.9476933538245126,0.024486448892907867,-0.16640262187344826,2.894981699658055,-0.1904469942047461,0.40883075154280585,-0.3643344247429801,-0.6152181851885784,0.7910777545353713,0.6129580210419944,-0.034533699964346666,0.5145582103247133,0.9373746263807423,3.394741560869672,3.582452600235822,-0.21701540209731124,0.3514229158305864,-0.4506570907508358,-1.1092938839916122
603256.XSHG,MainBoard,Materials,12,2022-01-20,-0.045939538702193146,-0.11453211684831263,0.27439513180878544,-0.6727387104640671,-0.06388492766791035,0.020736433327727673,0.3392964319377019,-0.770781879434008,0.9027567415386095,0.34922742701625675,0.16349024763934206,0.09610605037032682,0.2993901340269922,0.3907672940555377,-0.034533699964346666,0.34287449827062677,-0.2325701007141697,-0.3125917008426186,-0.16222334265620486,-0.5641738056348764,-0.6144018595699977,-0.03566242177228519,-0.063616870242813
