order_book_id,board_type,sector_code,month,date,yield_rate,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,operating_revenue_growth_ratio_ttm,net_profit_growth_ratio_ttm,gross_profit_margin_ttm,total_asset_turnover_ttm,cash_ratio_lf,current_ratio_lf,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
002092.XSHE,MainBoard,Materials,5,2022-01-11,1.9108621121387226,1.896674425906614,-0.8362960737538044,2.864287983196217,-1.1994510247228956,-1.1509848477093632,-0.8514491640198066,0.699622891298547,-0.6474238988726463,-0.7882021163002332,-0.040224279191406496,-0.21938899153972516,0.38571575566045174,1.1324737690301532,1.0638931256698414,0.48634876306307123,-0.0800337212881793,0.30583525976752524,0.7282982505797255,-0.5563655172204337,-0.4025137388892729,-0.25279901025792556,-0.48884484727108735
000632.XSHE,MainBoard,Industrials,5,2022-01-11,0.4364151281150991,0.05294417861054789,-0.8217871004765684,4.011067425412792,0.6991654976920767,0.1077678960779106,-1.3057854699418094,0.9721549856230757,-0.5488102689430014,-0.6154389990501752,0.150685000940177,0.09413302080836468,0.21678278500530426,0.8400429408558436,-0.34120910020248796,0.42634606133252995,-0.16803966651123184,-0.47663940206719946,-0.6568527286514659,-0.5493640626588695,-0.6003713080217573,-0.5050599011099277,1.0050891445636858
600562.XSHG,MainBoard,InformationTechnology,5,2022-01-11,0.12381929541909965,0.0037705673119519693,0.1540561446967218,-0.5584803416494707,-0.6567583365609082,-0.018802798577841152,-0.2031283425406984,-0.5092326366696153,-0.5500809398567167,-0.3183473779319643,0.2382981501716468,0.40412853122229087,-0.2236246210241328,-1.3540429431517507,0.36134201273367716,-0.8889806655865425,-0.48893723796149297,-0.41437774202838373,-0.4739796433533775,-0.41085187316047833,-0.246093848498172,-0.6009133339238956,-0.5121125556025031
601512.XSHG,MainBoard,RealEstate,5,2022-01-11,0.1310124531150287,1.6181842164496192,-0.840044265256125,-0.4345204898287613,-0.4169057759216606,0.07029956924118175,1.649744026443369,-1.2682543130296133,-0.29870930082473784,-0.2087548255239338,0.0644427416365156,-0.050625513064615484,0.2999276064436062,0.9016657285788934,1.7664442386060073,0.3577704184758815,-1.0400855487207779,-1.046709782523006,-1.1020324943261361,-0.6053375427505951,-0.6093447882266289,-0.8085897088517917,-0.6374521414655873
600118.XSHG,MainBoard,Industrials,5,2022-01-11,0.2406502977278124,-0.23764006064434257,0.280451341411346,-0.4790200501916407,-0.4114794965316757,-0.010704963379340425,-0.8125517060037395,-0.2746360030817822,-0.3951408037486708,-0.3303236738131549,0.28277668385144844,0.20442762545277826,0.3328431257640189,0.4296453539734797,-1.7463113260748178,0.06814774109765465,-0.7777774532385335,-0.8409093085590459,-0.8184295525563116,-0.12562229715051537,-0.4639473943191924,1.213062793864299,-0.07309901209129906
300852.XSHE,GEM,InformationTechnology,5,2022-01-11,-0.7091922042800095,0.18148117734900654,0.4619771214964184,-0.5578409258377869,0.6209319712460665,0.08486235549965913,0.04148768230067073,0.4007678932969956,-0.3706260121598382,0.043987376441154344,-0.8816973340370236,-0.49556220246625027,-1.2852187951929306,-1.3610739918708743,-0.34120910020248796,-0.7100854485224131,0.7843310798323742,1.5836301029111794,1.9648330769730988,0.7079689737377881,0.7178432417858849,-1.1883651068138035,-1.2252418549604602
600640.XSHG,MainBoard,ConsumerDiscretionary,5,2022-01-11,-1.455738003826776,-0.5024909513783312,-0.43739341682489696,-0.1775986015456551,0.006734010182898337,-0.20122502056660369,-1.1432880177813323,0.4007086956582454,0.9308770144391576,0.29884098823927674,0.472833482693412,0.4706239172958526,0.26499134328609536,0.5594518236867031,0.36134201273367716,0.08104277411807882,-0.1298309814337986,-0.09675430338266372,-0.5531939219397931,-0.24416686859097292,-0.06906445265028555,0.8839036891558191,0.2178905960393666
300697.XSHE,GEM,Industrials,5,2022-01-11,-0.0058581387369417695,0.0979711387792808,0.11359887440091603,-0.06310396766352129,0.14125232820985528,0.005079259147098598,-0.910725508451732,2.172666493513993,-0.5788610629944908,-0.19549604039866236,0.04637723655845984,-0.015447603480638011,0.1742542607993326,-1.2209489883555331,-0.34120910020248796,-0.10976279793172697,-0.4891802933202322,-0.47727742301624804,0.691350425431247,-0.5208469801758018,-0.536201012591567,-1.1228350259840294,-0.8224020790338591
600017.XSHG,MainBoard,Industrials,5,2022-01-11,0.5388837094145282,0.9004732673449859,-0.9844773658399452,0.229821918996789,-0.45759877110856056,-0.06275026903245023,-0.26280155005617684,-1.0360338198188774,-0.5866631336238316,-0.9473033217650786,0.09415402937787563,0.014526948993958462,0.23789972749774552,1.1615713638733736,1.0638931256698414,0.23569020078531974,-0.8909499329993689,-0.9795990250962835,-1.0199879396425808,-0.6441067165398289,-0.6691449826134583,0.2058227874444468,0.559455425408421
300925.XSHE,GEM,InformationTechnology,5,2022-01-11,-0.45766196843712365,0.004066088679128466,0.26810723031141326,-0.08629638697158137,0.9492680118626511,0.025051724720911328,-0.16610118493501774,2.908996778968681,-0.18915046438898211,0.41542535984713586,-0.681048075025318,-0.8709949146048822,0.07722536640482625,-0.4219600083174557,1.0638931256698414,-0.6068634929531282,1.7722686060682844,3.590019011034447,3.5759250385595767,0.026155355250779843,0.3330365386789932,-1.24586537855561,-1.6082656176431072
